"Asutuse registrikood";"Asutuse nimi";"Avaldusel märgitud asutuse maakond";"Tegevusala";"Tegevusala (EMTAK 2)";"Tegevusala (EMTAK 2 kood)";"Hüvitise saajate arv";"Sh hüvitise saajad, kes saanud hüvitist ühe kuu eest";"Sh hüvitise saajad, kes saanud hüvitist kahe kuu eest";"Sh hüvitise saajad, kes saanud hüvitist kolme kuu eest";"Hüvitiste brutosumma EUR";"Hüvitiste kogukulu EUR"
12247473;"Balmerk Estonia OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;78;0;78;0;151266,74;202394,9
12325865;"H & M Hennes & Mauritz OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;259;259;0;0;150715,84;201657,56
10528251;"osaühing Optiline Grupp";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;108;1;107;0;150405,73;201242,88
10381865;"Pagaripoisid OÜ";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Toiduainete tootmine";10;105;8;97;0;150161,28;200915,81
90010769;"Sihtasutus Endla Teater";"Pärnu maakond";"KUNST, MEELELAHUTUS JA VABA AEG";"Loome-, kunsti- ja meelelahutustegevus";90;103;19;84;0;149144,08;199554,75
10333205;"AS FENESTRA";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Puidutöötlemine ning puit- ja korktoodete tootmine, v.a mööbel; õlest ja punumismaterjalist toodete tootmine";16;79;0;79;0;148922,63;199258,46
90012585;"Sihtasutus Eesti Vabaõhumuuseum";"Harju maakond";"KUNST, MEELELAHUTUS JA VABA AEG";"Raamatukogude, arhiivide, muuseumide ja muude kultuuriasutuste tegevus";91;101;8;93;0;148780,48;199068,29
11172187;"Combitrans OÜ";"Viljandi maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;80;3;77;0;148344,68;198485,17
10656664;"Trendsetter Europe OÜ";"Lääne-Viru maakond";"TÖÖTLEV TÖÖSTUS";"Tekstiilitootmine";13;98;6;92;0;148207,55;198301,65
12560626;"OÜ TMB Element";"Tartu maakond";"TÖÖTLEV TÖÖSTUS";"Muude mittemetalsetest mineraalidest toodete tootmine";23;155;155;0;0;147552,64;197425,42
10011051;"Aktsiaselts STANDARD";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Mööblitootmine";31;177;177;0;0;147371,02;197182,44
10635366;"Osaühing Realiseerimiskeskus";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;106;9;97;0;146639,74;196203,92
11708452;"Reval Auto Esindused OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Mootorsõidukite ja mootorrataste hulgi- ja jaemüük ning remont";45;79;5;74;0;146594,31;196143,17
80091598;"EESTI JALGPALLI LIIT";"Harju maakond";"KUNST, MEELELAHUTUS JA VABA AEG";"Sporditegevus ning lõbustus- ja vaba aja tegevused";93;83;0;83;0;145869,65;195173,6
10104002;"Universal Industries Osaühing";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Mootorsõidukite, haagiste ja poolhaagiste tootmine";29;88;3;85;0;144903,62;193881,05
10284932;"Silberauto Eesti AS";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Mootorsõidukite ja mootorrataste hulgi- ja jaemüük ning remont";45;84;5;79;0;144648,17;193539,23
10103801;"INTRAC Eesti AS";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Mootorsõidukite ja mootorrataste hulgi- ja jaemüük ning remont";45;77;1;76;0;144541,69;193396,77
10364499;"Osaühing Laminto";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;133;9;124;0;144254,2;193012,09
11471375;"Fruit Xpress OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;85;5;80;0;143610,81;192151,25
14137798;"Taevapark OÜ";"Harju maakond";"KUNST, MEELELAHUTUS JA VABA AEG";"Sporditegevus ning lõbustus- ja vaba aja tegevused";93;102;0;17;85;140065,95;187408,2
10559955;"Osaühing Tervise Paradiis";"Pärnu maakond";"MAJUTUS JA TOITLUSTUS";"Majutus";55;127;10;117;0;139451,42;186585,95
10776322;"Osaühing Elme Metall";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;65;3;21;41;139087,82;186099,46
10393012;"Aktsiaselts M.V.WOOL";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Toiduainete tootmine";10;101;0;101;0;138573,79;185411,78
10255468;"Kodumajatehase AS";"Tartu maakond";"EHITUS";"Hoonete ehitus";41;98;62;23;13;137950,54;184577,82
90008005;"Sihtasutus Ugala Teater";"Viljandi maakond";"KUNST, MEELELAHUTUS JA VABA AEG";"Loome-, kunsti- ja meelelahutustegevus";90;84;5;79;0;137846,37;184438,45
10080997;"Arke Lihatööstus AS";"Põlva maakond";"TÖÖTLEV TÖÖSTUS";"Toiduainete tootmine";10;98;16;82;0;136031,32;182009,89
10453530;"Osaühing Rave Mööbel";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Mööblitootmine";31;92;0;92;0;135927,73;181871,33
10160503;"Osaühing STAKO DILER";"Ida-Viru maakond";"TÖÖTLEV TÖÖSTUS";"Metalltoodete tootmine, v.a masinad ja seadmed";25;74;2;6;66;135689,71;181552,73
10108425;"Aru Grupp Aktsiaselts";"Lääne-Viru maakond";"TÖÖTLEV TÖÖSTUS";"Puidutöötlemine ning puit- ja korktoodete tootmine, v.a mööbel; õlest ja punumismaterjalist toodete tootmine";16;152;152;0;0;135320,26;181058,52
11273563;"My Fitness AS";"Harju maakond";"KUNST, MEELELAHUTUS JA VABA AEG";"Sporditegevus ning lõbustus- ja vaba aja tegevused";93;98;5;93;0;135048,89;180695,41
10000805;"Elke Mustamäe AS";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Mootorsõidukite ja mootorrataste hulgi- ja jaemüük ning remont";45;73;3;70;0;134690,36;180215,7
11402300;"KOTRYNA OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;117;10;107;0;134601,54;180096,83
11303927;"Osaühing Transmark";"Saare maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;92;4;88;0;134297,65;179690,26
10195826;"Aktsiaselts METUS-EST";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Metalltoodete tootmine, v.a masinad ja seadmed";25;73;4;69;0;133828,88;179063,04
11504287;"Raadioreklaami OÜ";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Reklaamindus ja turu-uuringud";73;59;2;1;56;133396,16;178484,06
11970537;"Mitt & Perlebach OÜ";"Harju maakond";"EHITUS";"Hoonete ehitus";41;55;2;18;35;133240,13;178275,32
11280344;"ASTORFI OÜ";"Harju maakond";"EHITUS";"Eriehitustööd";43;85;10;75;0;133066,63;178043,19
10524939;"osaühing Megafort";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;102;8;94;0;132706,73;177561,57
10280979;"OÜ Juveel";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Muu tootmine";32;64;0;7;57;132627,64;177455,77
10924857;"Studio Moderna OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;106;16;90;0;132370,1;177111,21
10858008;"PKC Eesti AS";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Mootorsõidukite, haagiste ja poolhaagiste tootmine";29;68;1;67;0;131817,04;176371,18
12715827;"Kitman Thulema AS";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Mööblitootmine";31;106;67;39;0;131242,49;175602,4
90007715;"Sihtasutus Tehvandi Spordikeskus";"Valga maakond";"KUNST, MEELELAHUTUS JA VABA AEG";"Sporditegevus ning lõbustus- ja vaba aja tegevused";93;73;2;1;70;131009,89;175291,19
11274427;"APRANGA OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;138;7;131;0;130743,93;174935,35
10715496;"AS Tavrida Electric Export";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Elektriseadmete tootmine";27;56;2;9;45;130660,82;174824,17
10304876;"Aktsiaselts PEPPERSACK";"Harju maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;71;3;16;52;130373,07;174439,13
10145981;"AS Äripäev";"Harju maakond";"INFO JA SIDE";"Kirjastamine";58;76;4;72;0;130308,06;174352,19
12470550;"ONOFF JAEKAUBANDUSE OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;83;1;82;0;129973,72;173904,81
10357045;"Danspin AS";"Pärnu maakond";"TÖÖTLEV TÖÖSTUS";"Tekstiilitootmine";13;65;4;20;41;129474,94;173237,45
10694475;"BD Design AS";"Tartu maakond";"TÖÖTLEV TÖÖSTUS";"Mööblitootmine";31;98;4;94;0;129463,02;173221,5
10644555;"Osaühing Valmos";"Pärnu maakond";"TÖÖTLEV TÖÖSTUS";"Puidutöötlemine ning puit- ja korktoodete tootmine, v.a mööbel; õlest ja punumismaterjalist toodete tootmine";16;124;49;75;0;129375,35;173104,19
10001166;"Aktsiaselts Topauto";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Mootorsõidukite ja mootorrataste hulgi- ja jaemüük ning remont";45;52;2;6;44;129106,94;172745,09
10572128;"Talent Plastics Tallinn AS";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Kummi- ja plasttoodete tootmine";22;87;2;85;0;128721,57;172229,46
10302564;"aktsiaselts ASTRI GRILL";"Tartu maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;82;9;5;68;128610,22;172080,36
10186632;"ORICA EESTI OSAÜHING";"Ida-Viru maakond";"TÖÖTLEV TÖÖSTUS";"Kemikaalide ja keemiatoodete tootmine";20;66;1;65;0;128508,31;171944,15
12383294;"Apollo Kino OÜ";"Harju maakond";"INFO JA SIDE";"Kinofilmide, videote ja telesaadete tootmine; helisalvestiste ja muusika kirjastamine";59;86;2;10;74;128314,92;171685,33
10552054;"Sveba-Dahlen Baltic OÜ";"Viljandi maakond";"TÖÖTLEV TÖÖSTUS";"Mujal liigitamata masinate ja seadmete tootmine";28;49;0;5;44;127332,84;170371,33
10081761;"AS Protex Balti";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Rõivatootmine";14;102;11;91;0;126698,24;169522,17
10333725;"Coats Eesti Aktsiaselts";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Rõivatootmine";14;81;2;79;0;126696,2;169519,52
10328204;"Koduekstra OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;122;6;116;0;126035,89;168635,78
11717422;"Sockmann Group OÜ";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Rõivatootmine";14;82;3;5;74;125765,63;168274,33
10193098;"Forum Cinemas OÜ";"Harju maakond";"INFO JA SIDE";"Kinofilmide, videote ja telesaadete tootmine; helisalvestiste ja muusika kirjastamine";59;86;5;14;67;125183,39;167495,25
10823375;"OÜ W-Glass";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Muude mittemetalsetest mineraalidest toodete tootmine";23;70;2;68;0;124708,3;166859,72
11349438;"osaühing Dorpat";"Tartu maakond";"MAJUTUS JA TOITLUSTUS";"Majutus";55;71;6;10;55;124490,29;166568,01
10668897;"Osaühing Top Connect";"Harju maakond";"INFO JA SIDE";"Elektroonilise side teenus";61;53;4;15;34;123568,59;165334,76
10769670;"Finnair Business Services OÜ";"Tartu maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Juriidilised toimingud ja arvepidamine";69;105;28;77;0;123330,19;165015,78
10818405;"Kim Johansen Transport osaühing";"Harju maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;180;180;0;0;123110,46;164721,83
11399175;"Mediabrands Digital OÜ";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Reklaamindus ja turu-uuringud";73;48;1;4;43;123004,13;164579,53
11660863;"OÜ Plasto Aknad.Uksed";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Kummi- ja plasttoodete tootmine";22;70;0;70;0;122802,49;164309,77
10092500;"Cipax Eesti AS";"Lääne maakond";"TÖÖTLEV TÖÖSTUS";"Kummi- ja plasttoodete tootmine";22;88;35;53;0;121685,07;162814,55
11591048;"Auto 100 Tallinn Aktsiaselts";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Mootorsõidukite ja mootorrataste hulgi- ja jaemüük ning remont";45;68;1;67;0;121550,6;162634,68
11554479;"Mööbliekspert Paigaldus OÜ";"Harju maakond";"EHITUS";"Eriehitustööd";43;64;4;60;0;121444,3;162492,47
10786243;"aktsiaselts Tech Group";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Mujal liigitamata masinate ja seadmete tootmine";28;70;9;61;0;120843,56;161688,73
12046361;"OKO restoranid OÜ";"Harju maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;85;13;72;0;120579,08;161334,73
12323903;"Threod Systems OÜ";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Muude transpordivahendite tootmine";30;47;2;6;39;119601,63;160026,97
10398417;"Seve Ehituse Aktsiaselts";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Puidutöötlemine ning puit- ja korktoodete tootmine, v.a mööbel; õlest ja punumismaterjalist toodete tootmine";16;53;5;10;38;119582,13;160000,86
10240231;"NORDIC DIGITAL AS";"Tartu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;86;5;81;0;119490,32;159878,04
10448931;"Osaühing Hiteh Autoteenindus";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Mootorsõidukite ja mootorrataste hulgi- ja jaemüük ning remont";45;46;0;4;42;119319,54;159649,56
90013667;"Sihtasutus Eesti Meremuuseum";"Harju maakond";"KUNST, MEELELAHUTUS JA VABA AEG";"Raamatukogude, arhiivide, muuseumide ja muude kultuuriasutuste tegevus";91;77;10;67;0;119072,52;159319
10364192;"Logistika Pluss Osaühing";"Harju maakond";"VEONDUS JA LAONDUS";"Laondus ja veondust abistavad tegevusalad";52;86;19;67;0;118172,27;158114,5
10002098;"Aktsiaselts Taastusravikeskus Viiking";"Pärnu maakond";"MAJUTUS JA TOITLUSTUS";"Majutus";55;92;1;91;0;117810,57;157630,54
11304200;"SWECO Projekt AS";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Arhitekti- ja inseneritegevused; teimimine ja analüüs";71;64;4;60;0;116948,67;156477,31
11281775;"osaühing Jazz Pesulad";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Mootorsõidukite ja mootorrataste hulgi- ja jaemüük ning remont";45;85;6;79;0;116935,13;156459,19
10081927;"CHARLOT OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;94;5;89;0;116706,92;156153,88
10029001;"osaühing Eumar Santehnika";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Muude mittemetalsetest mineraalidest toodete tootmine";23;48;0;7;41;116230,02;155515,8
12462875;"Ojala Estonia OÜ";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Metalltoodete tootmine, v.a masinad ja seadmed";25;59;13;6;40;116220,83;155503,5
10294959;"NPM Silmet OÜ";"Ida-Viru maakond";"TÖÖTLEV TÖÖSTUS";"Kemikaalide ja keemiatoodete tootmine";20;225;225;0;0;115833,78;154985,4
11552317;"Eurostauto OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Mootorsõidukite ja mootorrataste hulgi- ja jaemüük ning remont";45;45;0;0;45;115818,48;154965,13
11767242;"Netaman Repair Group OÜ";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Masinate ja seadmete remont ja paigaldus";33;151;151;0;0;115385,01;154385,11
11475404;"Estelaxe OÜ";"Võru maakond";"TÖÖTLEV TÖÖSTUS";"Kummi- ja plasttoodete tootmine";22;51;2;1;48;115250,32;154204,94
10321432;"AS EVIKO";"Tartu maakond";"EHITUS";"Hoonete ehitus";41;64;0;64;0;114096,47;152661,11
10075401;"aktsiaselts HEAL";"Lääne maakond";"MAJUTUS JA TOITLUSTUS";"Majutus";55;78;3;20;55;112937,47;151110,14
10860962;"Osaühing VIKINGMODUM";"Ida-Viru maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;48;2;3;43;112925,53;151094,36
11386770;"Kodumaja AS";"Tartu maakond";"EHITUS";"Hoonete ehitus";41;45;3;3;39;111853,5;149660
10286204;"AS Taastava Kirurgia Kliinik";"Harju maakond";"TERVISHOID JA SOTSIAALHOOLEKANNE";"Tervishoid";86;70;2;68;0;111073,1;148615,81
10459544;"Osaühing K-PRINT";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Trükindus ja salvestiste paljundus";18;51;3;6;42;111072,22;148614,61
10631339;"Aktsiaselts OG Elektra Tootmine";"Lääne-Viru maakond";"TÖÖTLEV TÖÖSTUS";"Toiduainete tootmine";10;108;7;101;0;111036,21;148566,47
10994059;"ASSI AS";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Mööblitootmine";31;44;1;6;37;110579,32;147955,1
10031071;"Aktsiaselts ""Tallinna Toiduveod""";"Harju maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;90;47;43;0;110285,42;147561,84
11366559;"NEW YORKER Estonia OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;105;9;96;0;109650,6;146712,38
10613494;"Diapol Granite OÜ";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Muude mittemetalsetest mineraalidest toodete tootmine";23;59;5;54;0;109377,41;146346,98
10354808;"aktsiaselts RESPO HAAGISED";"Tartu maakond";"TÖÖTLEV TÖÖSTUS";"Mootorsõidukite, haagiste ja poolhaagiste tootmine";29;125;125;0;0;109224,92;146142,93
10329451;"Tallinn Shipyard OÜ";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Masinate ja seadmete remont ja paigaldus";33;84;33;51;0;108957,25;145784,8
10377013;"Osaühing Vettel";"Saare maakond";"TÖÖTLEV TÖÖSTUS";"Toiduainete tootmine";10;87;8;79;0;108945,24;145768,72
11033876;"OÜ Hotell Telegraaf";"Harju maakond";"MAJUTUS JA TOITLUSTUS";"Majutus";55;64;7;10;47;108849,93;145641,21
90011094;"Sihtasutus NUKU";"Harju maakond";"KUNST, MEELELAHUTUS JA VABA AEG";"Loome-, kunsti- ja meelelahutustegevus";90;75;20;55;0;108533,03;145217,16
10222262;"Aktsiaselts Clik";"Harju maakond";"EHITUS";"Eriehitustööd";43;55;1;54;0;108182,9;144748,72
11027479;"Structo Industry OÜ";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Mööblitootmine";31;56;1;55;0;108042,6;144561
10524187;"Falkonet Metall OÜ";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Mööblitootmine";31;55;1;54;0;107982,04;144479,98
10195447;"Airo Catering Services Eesti Osaühing";"Harju maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;48;0;9;39;107710,52;144116,64
10049148;"osaühing Hanken";"Harju maakond";"EHITUS";"Eriehitustööd";43;43;0;5;38;107660,74;144050,04
10193856;"OSAÜHING PARME TRANS";"Harju maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;122;44;78;0;107655,12;144042,52
11160391;"Osaühing TAD Logistics";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Mööblitootmine";31;68;1;67;0;107460,41;143782
11026132;"OÜ Apranga Estonia";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;120;9;111;0;106867,76;142989,13
14455323;"KTH Capital OÜ";"Harju maakond";"FINANTS- JA KINDLUSTUSTEGEVUS";"Finantsteenuste osutamine, v.a kindlustus ja pensionifondid";64;66;7;59;0;106866,6;142987,51
10896747;"OSAÜHING NARVA HAMBAKLIINIK";"Ida-Viru maakond";"TERVISHOID JA SOTSIAALHOOLEKANNE";"Tervishoid";86;81;2;79;0;106280,43;142203,14
11117403;"Radius Machining OÜ";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Metalltoodete tootmine, v.a masinad ja seadmed";25;57;0;57;0;106247,11;142158,64
10283967;"OSAÜHING FORSS";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Mootorsõidukite ja mootorrataste hulgi- ja jaemüük ning remont";45;57;8;49;0;106000;141828
10774731;"Osaühing Elme Trans";"Harju maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;72;5;67;0;105612,25;141309,13
10068499;"BLRT Grupp Aktsiaselts";"Harju maakond";"KINNISVARAALANE TEGEVUS";"Kinnisvaraalane tegevus";68;56;4;52;0;105247,32;140820,9
10222434;"Aktsiaselts Fifaa";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;75;6;69;0;104784,63;140201,8
10299448;"AS JUMEK";"Valga maakond";"TÖÖTLEV TÖÖSTUS";"Mööblitootmine";31;85;1;84;0;104516,73;139843,39
11184026;"RGB Baltic OÜ";"Harju maakond";"HALDUS- JA ABITEGEVUSED";"Rentimine ja kasutusrent";77;39;0;1;38;104256,47;139495,17
12086202;"VAIMO OÜ";"Harju maakond";"INFO JA SIDE";"Programmeerimine, konsultatsioonid jms tegevused";62;53;2;51;0;103820,91;138912,38
12252422;"Apollo Kauplused OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;96;1;95;0;103138,98;137999,99
12774215;"Hestia Hotel Group OÜ";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;42;0;5;37;102380,31;136984,87
12783987;"Harmet Constructions OÜ";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Puidutöötlemine ning puit- ja korktoodete tootmine, v.a mööbel; õlest ja punumismaterjalist toodete tootmine";16;68;8;60;0;101962,34;136425,58
10090323;"Expert Eesti AS";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;64;7;57;0;101948,83;136407,55
11141324;"OSAÜHING BELLFIRE";"Tartu maakond";"TÖÖTLEV TÖÖSTUS";"Mööblitootmine";31;75;11;64;0;101245,28;135466,11
80201865;"mittetulundusühing Uuskasutuskeskus";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;93;7;86;0;101114,25;135290,84
10125659;"Osaühing OptiPRO";"Võru maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;66;5;61;0;101095,86;135266,23
10651000;"Rocca al Mare Kooli Aktsiaselts";"Harju maakond";"HARIDUS";"Haridus";85;57;0;57;0;101059,5;135217,63
12694462;"Fiizy OÜ";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Reklaamindus ja turu-uuringud";73;37;0;2;35;100787,28;134853,38
10414568;"Osaühing Roverto";"Pärnu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;68;0;68;0;100572,35;134565,86
10377272;"Aktsiaselts Matek";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Puidutöötlemine ning puit- ja korktoodete tootmine, v.a mööbel; õlest ja punumismaterjalist toodete tootmine";16;61;2;59;0;100378,77;134306,79
10615240;"Osaühing Viking Line Eesti";"Harju maakond";"HALDUS- JA ABITEGEVUSED";"Tööhõive";78;56;1;55;0;100341,06;134256,32
10101104;"Reisieksperdi Aktsiaselts";"Harju maakond";"HALDUS- JA ABITEGEVUSED";"Reisibüroode ja reisikorraldajate tegevus, reserveerimine ning sellega seotud tegevus";79;46;2;7;37;100289,11;134186,82
10872994;"HORECA SERVICE OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;65;9;56;0;100164,58;134020,19
10243330;"aktsiaselts VÄRSKA SANATOORIUM";"Võru maakond";"MAJUTUS JA TOITLUSTUS";"Majutus";55;89;7;82;0;99975,56;133767,25
10254931;"osaühing SAME";"Tartu maakond";"TÖÖTLEV TÖÖSTUS";"Mujal liigitamata masinate ja seadmete tootmine";28;56;11;45;0;99232,56;132773,16
10180701;"aktsiaselts Uniprint";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Trükindus ja salvestiste paljundus";18;45;2;4;39;98979,07;132433,98
10256976;"AS TKM King";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;87;7;80;0;98839,9;132247,73
