"","Registrikood","Kokku","Arv","Meede","Asutus","Summa","Nimi","Staatus","Tüüp","Staatus.tekstina","Asutamiskuupäev"
"158","75003068",3242,9,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",356,"Põltsamaa Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-02-09
"159","75003068",3242,9,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",375,"Põltsamaa Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-02-09
"160","75003068",3242,9,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",375,"Põltsamaa Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-02-09
"161","75003068",3242,9,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",468,"Põltsamaa Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-02-09
"162","75003068",3242,9,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",281,"Põltsamaa Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-02-09
"163","75003068",3242,9,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",281,"Põltsamaa Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-02-09
"164","75003068",3242,9,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",244,"Põltsamaa Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-02-09
"165","75003068",3242,9,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",375,"Põltsamaa Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-02-09
"166","75006368",1903,13,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",243,"Türi Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-03-15
"167","75006368",1903,13,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",0,"Türi Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-03-15
"168","75006368",1903,13,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",259,"Türi Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-03-15
"169","75006368",1903,13,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",64,"Türi Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-03-15
"170","75006368",1903,13,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",71,"Türi Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-03-15
"171","75006368",1903,13,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",121,"Türi Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-03-15
"172","75006368",1903,13,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",273,"Türi Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-03-15
"173","75006368",1903,13,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",239,"Türi Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-03-15
"174","75006368",1903,13,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",0,"Türi Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-03-15
"175","75006368",1903,13,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",0,"Türi Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-03-15
"176","75006368",1903,13,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",253,"Türi Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-03-15
"177","75006368",1903,13,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",210,"Türi Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-03-15
"178","75006368",1903,13,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",170,"Türi Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-03-15
"179","75009838",1115,6,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",100,"Räpina Ühisgümnaasium","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-10-12
"180","75009838",1115,6,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",240,"Räpina Ühisgümnaasium","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-10-12
"181","75009838",1115,6,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",217,"Räpina Ühisgümnaasium","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-10-12
"182","75009838",1115,6,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",186,"Räpina Ühisgümnaasium","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-10-12
"183","75009838",1115,6,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",186,"Räpina Ühisgümnaasium","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-10-12
"184","75009838",1115,6,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",186,"Räpina Ühisgümnaasium","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-10-12
"185","75010022",513,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",121,"Rakke Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-10-12
"186","75010022",513,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",56,"Rakke Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-10-12
"187","75010022",513,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",56,"Rakke Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-10-12
"188","75010022",513,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",56,"Rakke Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-10-12
"189","75010022",513,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",56,"Rakke Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-10-12
"190","75010022",513,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",56,"Rakke Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-10-12
"191","75010022",513,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",56,"Rakke Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-10-12
"192","75010022",513,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",56,"Rakke Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-10-12
"193","75011547",2022,7,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",262,"Kose Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-09-28
"194","75011547",2022,7,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",225,"Kose Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-09-28
"195","75011547",2022,7,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",225,"Kose Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-09-28
"196","75011547",2022,7,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",262,"Kose Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-09-28
"197","75011547",2022,7,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",262,"Kose Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-09-28
"198","75011547",2022,7,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",262,"Kose Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-09-28
"199","75011547",2022,7,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",524,"Kose Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-09-28
"200","75014422",1406,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",188,"Keila Linnavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-10-17
"201","75014422",1406,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",183,"Keila Linnavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-10-17
"202","75014422",1406,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",311,"Keila Linnavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-10-17
"203","75014422",1406,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",258,"Keila Linnavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-10-17
"204","75014422",1406,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",466,"Keila Linnavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-10-17
"205","75018710",15611,4,"Kriisiabi muuseumidele","Kultuuriministeerium",15215,"Muhu Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-11-15
"206","75018710",15611,4,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",132,"Muhu Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-11-15
"207","75018710",15611,4,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",132,"Muhu Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-11-15
"208","75018710",15611,4,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",132,"Muhu Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-11-15
"209","75020581",1589,7,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",224,"Viru-Nigula Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2001-01-22
"210","75020581",1589,7,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",0,"Viru-Nigula Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2001-01-22
"211","75020581",1589,7,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",393,"Viru-Nigula Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2001-01-22
"212","75020581",1589,7,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",168,"Viru-Nigula Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2001-01-22
"213","75020581",1589,7,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",168,"Viru-Nigula Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2001-01-22
"214","75020581",1589,7,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",318,"Viru-Nigula Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2001-01-22
"215","75020581",1589,7,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",318,"Viru-Nigula Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2001-01-22
"216","75020747",1202,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",72,"Orissaare Kultuurimaja","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-12-05
"217","75020747",1202,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",72,"Orissaare Kultuurimaja","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-12-05
"218","75020747",1202,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",72,"Orissaare Kultuurimaja","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-12-05
"219","75020747",1202,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",72,"Orissaare Kultuurimaja","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-12-05
"220","75020747",1202,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",169,"Orissaare Kultuurimaja","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-12-05
"221","75020747",1202,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",344,"Orissaare Kultuurimaja","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-12-05
"222","75020747",1202,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",175,"Orissaare Kultuurimaja","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-12-05
"223","75020747",1202,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",226,"Orissaare Kultuurimaja","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-12-05
"224","75038598",700,4,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",175,"Lääne-Nigula Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2014-01-02
"225","75038598",700,4,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",175,"Lääne-Nigula Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2014-01-02
"226","75038598",700,4,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",175,"Lääne-Nigula Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2014-01-02
"227","75038598",700,4,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",175,"Lääne-Nigula Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2014-01-02
"228","77000246",10578,7,"Kultuuriministeeriumilt seni toetust mitte saanud kontserdikorraldajad, muusikakollektiivid, esitajad ja tugiteenused. Kriisiabi muusikavaldkonnale.","Kultuuriministeerium",0,"Paide Linnavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"229","77000246",10578,7,"Kriisiabi etendusasutustele","Kultuuriministeerium",9140,"Paide Linnavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"230","77000246",10578,7,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",209,"Paide Linnavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"231","77000246",10578,7,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",310,"Paide Linnavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"232","77000246",10578,7,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",264,"Paide Linnavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"233","77000246",10578,7,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",222,"Paide Linnavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"234","77000246",10578,7,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",433,"Paide Linnavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"235","77000252",3005,9,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",447,"Kehtna Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"236","77000252",3005,9,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",399,"Kehtna Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"237","77000252",3005,9,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",486,"Kehtna Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"238","77000252",3005,9,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",289,"Kehtna Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"239","77000252",3005,9,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",160,"Kehtna Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"240","77000252",3005,9,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",369,"Kehtna Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"241","77000252",3005,9,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",365,"Kehtna Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"242","77000252",3005,9,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",280,"Kehtna Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"243","77000252",3005,9,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",210,"Kehtna Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"244","77000281",633,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",0,"Alutaguse Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"245","77000281",633,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",167,"Alutaguse Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"246","77000281",633,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",97,"Alutaguse Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"247","77000281",633,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",134,"Alutaguse Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"248","77000281",633,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",235,"Alutaguse Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"249","77000298",1363,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",187,"Lääneranna Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"250","77000298",1363,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",252,"Lääneranna Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"251","77000298",1363,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",224,"Lääneranna Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"252","77000298",1363,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",325,"Lääneranna Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"253","77000298",1363,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",375,"Lääneranna Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"254","77000335",1483,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",233,"Järva Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"255","77000335",1483,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",217,"Järva Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"256","77000335",1483,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",130,"Järva Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"257","77000335",1483,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",229,"Järva Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"258","77000335",1483,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",94,"Järva Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"259","77000335",1483,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",247,"Järva Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"260","77000335",1483,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",159,"Järva Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"261","77000335",1483,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",174,"Järva Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"262","77000453",1534,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",125,"Mulgi Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"263","77000453",1534,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",125,"Mulgi Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"264","77000453",1534,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",100,"Mulgi Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"265","77000453",1534,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",125,"Mulgi Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"266","77000453",1534,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",236,"Mulgi Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"267","77000453",1534,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",189,"Mulgi Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"268","77000453",1534,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",412,"Mulgi Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"269","77000453",1534,8,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",222,"Mulgi Vallavalitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-02
"270","77000602",1336,4,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",412,"Kullamaa Osavalla Valitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-15
"271","77000602",1336,4,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",236,"Kullamaa Osavalla Valitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-15
"272","77000602",1336,4,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",412,"Kullamaa Osavalla Valitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-15
"273","77000602",1336,4,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",276,"Kullamaa Osavalla Valitsus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2018-01-15
"274","80002384",37091,6,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",10162,"Pärnu Vabakooli Selts","R","Mittetulundusühing","Registrisse kantud",1997-02-20
